security_id,symbol,name,sector,industry,exchange,segment,fno_flag,active_flag,lot_size,tick_size,isin,fyers_symbol,nse_token,source,security_type,instrument_class,is_index,is_stock,is_fno,aqsd_scope,enrichment_status,enrichment_source
SMD-0202,SAIL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0203,SAMMAANCAP,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0204,SBICARD,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0205,SBILIFE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0206,SBIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0207,SHREECEM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0208,SHRIRAMFIN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0209,SIEMENS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0210,SJVN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0211,SOLARINDS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0212,SONACOMS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0213,SRF,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0214,SUNPHARMA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0215,SUPREMEIND,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0216,SUZLON,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0217,SWIGGY,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0218,SYNGENE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0219,TATACHEM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0220,TATACOMM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0221,TATACONSUM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0222,TATAELXSI,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0223,TATAMOTORS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0224,TATAPOWER,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0225,TATASTEEL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0226,TATATECH,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0227,TCS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0228,TECHM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0229,TIINDIA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0230,TITAGARH,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0231,TITAN,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0232,TMPV,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0233,TORNTPHARM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0234,TORNTPOWER,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0235,TRENT,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0236,TVSMOTOR,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0237,ULTRACEMCO,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0238,UNIONBANK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0239,UNITDSPR,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0240,UNOMINDA,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0241,UPL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0242,VBL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0243,VEDL,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0244,VMM,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0245,VOLTAS,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0246,WAAREEENER,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0247,WIPRO,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0248,YESBANK,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
SMD-0249,ZYDUSLIFE,,,,NSE,FNO,YES,YES,,,,,,NSE_FNO_CONTRACT_MASTER,EQUITY,STOCK_UNDERLYING,NO,YES,YES,NSE_FNO_UNIVERSE,FOUNDATION_COMPLETE,AQSD_INTERNAL_CLASSIFICATION
